tax_id	name	total_count
131567	cellular organisms	296003
2759	Eukaryota	134113
33154	Opisthokonta	82805
33208	Metazoa	82430
6072	Eumetazoa	82385
33213	Bilateria	81818
33511	Deuterostomia	60857
7711	Chordata	60857
89593	Craniata	60812
7742	Vertebrata	60812
7776	Gnathostomata	60801
117570	Teleostomi	54564
117571	Euteleostomi	54564
8287	Sarcopterygii	45329
1338369	Dipnotetrapodomorpha	45319
32523	Tetrapoda	45319
32524	Amniota	40471
40674	Mammalia	19589
32525	Theria	19588
9347	Eutheria	19113
1437010	Boreoeutheria	18972
314146	Euarchontoglires	16758
9443	Primates	15541
376913	Haplorrhini	15500
314293	Simiiformes	15391
9526	Catarrhini	14697
314295	Hominoidea	13218
9604	Hominidae	11914
207598	Homininae	10489
9605	Homo	5005
9606	Homo sapiens	5005
9596	Pan	583
9597	Pan paniscus	23
9592	Gorilla	205
9593	Gorilla gorilla	205
9595	Gorilla gorilla gorilla	205
607660	Ponginae	65
9599	Pongo	65
9601	Pongo abelii	65
9577	Hylobatidae	287
9578	Hylobates	264
81572	Hylobates moloch	264
314294	Cercopithecoidea	97
9527	Cercopithecidae	97
9528	Cercopithecinae	36
9569	Colobinae	28
54136	Trachypithecus	10
54180	Trachypithecus francoisi	10
9479	Platyrrhini	14
9498	Cebidae	10
38070	Cebinae	6
1532884	Sapajus	6
9515	Sapajus apella	6
376912	Tarsiiformes	33
9475	Tarsiidae	33
1868481	Carlito	33
1868482	Carlito syrichta	33
311790	Afrotheria	67
9774	Sirenia	67
9775	Trichechidae	67
9776	Trichechus	67
9778	Trichechus manatus	67
127582	Trichechus manatus latirostris	67
7898	Actinopterygii	1018
1338366	Cladistia	508
8288	Polypteriformes	508
8289	Polypteridae	508
27686	Erpetoichthys	508
27687	Erpetoichthys calabaricus	508
33090	Viridiplantae	16
35493	Streptophyta	15
131221	Streptophytina	15
3193	Embryophyta	15
58023	Tracheophyta	15
78536	Euphyllophyta	15
58024	Spermatophyta	15
3398	Magnoliopsida	15
1437183	Mesangiospermae	14
71240	eudicotyledons	9
91827	Gunneridae	9
1437201	Pentapetalae	9
2	Bacteria	89981
1783272	Terrabacteria group	19871
1239	Firmicutes	10467
91061	Bacilli	6678
1385	Bacillales	4171
186817	Bacillaceae	1523
1386	Bacillus	673
653685	Bacillus subtilis group	223
1938374	Bacillus amyloliquefaciens group	55
492670	Bacillus velezensis	42
659243	Bacillus siamensis	3
1177185	Bacillus siamensis KCTC 13613	3
1390	Bacillus amyloliquefaciens	3
692420	Bacillus amyloliquefaciens DSM 7 = ATCC 23350	2
1423	Bacillus subtilis	39
135461	Bacillus subtilis subsp. subtilis	14
535024	Bacillus subtilis subsp. subtilis str. SMY	10
653388	Bacillus mojavensis subgroup	10
260554	Bacillus halotolerans	7
72360	Bacillus mojavensis	3
1402	Bacillus licheniformis	8
86661	Bacillus cereus group	18
1392	Bacillus anthracis	7
1396	Bacillus cereus	6
64104	Bacillus pseudomycoides	2
1670641	Bacillus ciccensis	10
1226983	Bacillus qingshengii	8
679261	Bacillus marcorestinctum	8
862644	Bacillus paraflexus	7
582418	Bacillus tianmuensis	7
203540	Bacillus aeolius	6
632773	Bacillus beveridgei	6
408580	Bacillus coahuilensis	5
441769	Bacillus coahuilensis m4-4	5
1325689	Bacillus lycopersici	5
304268	Bacillus alkalitelluris	4
1245523	Bacillus composti	4
1150157	Bacillus bingmayongensis	4
1397	Bacillus circulans	4
363870	Bacillus ginsengihumi	4
363872	Bacillus panaciterrae	3
1503961	Bacillus caseinilyticus	3
254410	Bacillus aurantiacus	3
1274353	Bacillus sediminis	3
1499685	Bacillus andreraoultii	3
1408	Bacillus pumilus	3
1840411	Bacillus capparidis	3
1456	Bacillus benzoevorans	3
432607	Bacillus isabeliae	3
1622072	Bacillus testis	3
1707093	Bacillus camelliae	3
251051	Bacillus thermolactis	3
284579	Bacillus salarius	2
279215	Bacillus alveayuensis	2
425933	Bacillus polygoni	2
254759	Bacillus fordii	2
1925020	Bacillus swezeyi	2
1437434	Bacillus salitolerans	2
1550385	Bacillus alkalitolerans	2
641660	Bacillus beringensis	2
1191699	Bacillus oryziterrae	2
1563637	Bacillus crescens	2
254757	Bacillus farraginis	2
992288	Bacillus pakistanensis	2
2683610	Bacillus spongiae	2
2672567	Bacillus aquiflavi	2
587633	Bacillus chungangensis	2
217031	Bacillus galactosidilyticus	2
1178786	Bacillus thaonhiensis	1
1325931	Bacillus pervagus	1
302048	Bacillus nematocida	1
1653776	Bacillus oceani Song et al. 2016	1
1743143	Bacillus wudalianchiensis	1
1398	Bacillus coagulans	1
1821260	Bacillus marinisedimentorum	1
185979	unclassified Bacillus	1
666686	Bacillus sp. 1NLA3E	1
1479	Bacillus smithii	1
137993	Bacillus funiculus	1
1285900	Bacillus fengqiuensis	1
1448271	Bacillus oleivorans	1
38072	Bacillus infernus	1
218284	Bacillus vietnamensis	1
77777	Bacillus siralis	1
1208599	Bacillus cihuensis	1
35841	Bacillus thermoamylovorans	1
86664	Bacillus flexus	1
400634	Lysinibacillus	29
1714840	Lysinibacillus telephonicus	20
202611	Lysinibacillus odysseyi	1
1220589	Lysinibacillus odysseyi 34hs-1 = NBRC 100172	1
436516	Lysinibacillus parviboronicapiens	1
614649	Lysinibacillus acetophenoni	1
1173107	Lysinibacillus tabacifolii	1
1978490	Lysinibacillus endophyticus	1
182709	Oceanobacillus	23
1462527	Oceanobacillus jeddahense	6
182710	Oceanobacillus iheyensis	4
531815	Oceanobacillus neutriphilus	4
645964	Oceanobacillus aidingensis	3
405946	Oceanobacillus caeni	2
937927	Oceanobacillus rekensis	2
2675234	Alkalihalobacillus	23
86665	Alkalihalobacillus halodurans	7
1630542	Alkalihalobacillus lindianensis	4
866786	Alkalihalobacillus rhizosphaerae	2
1464122	Alkalihalobacillus lonarensis	2
521377	Alkalihalobacillus marmarensis	1
1188261	Bacillus marmarensis DSM 21297	1
582442	Alkalihalobacillus hemicentroti	1
157733	Alkalihalobacillus macyae	1
246272	Alkalihalobacillus bogoriensis	1
519424	Alkalihalobacillus trypoxylicola	1
84406	Virgibacillus	20
61016	Virgibacillus salexigens	9
1611422	Virgibacillus flavescens	7
1071053	Virgibacillus halotolerans	3
393090	Virgibacillus xinjiangensis	1
485576	Aquisalibacillus	18
485577	Aquisalibacillus elongatus	18
150247	Anoxybacillus	15
576944	Anoxybacillus tengchongensis	5
150248	Anoxybacillus pushchinoensis	2
265546	Anoxybacillus ayderensis	1
404937	Anoxybacillus thermarum	1
1173302	Anoxybacillus kaynarcensis	1
225988	Anoxybacillus contaminans	1
484508	Ornithinibacillus	13
1392876	Ornithinibacillus heyuanensis	13
45667	Halobacillus	10
240303	Halobacillus aidingensis	5
1517560	Halobacillus salicampi	2
220753	Halobacillus locisalis	1
195088	Halobacillus karajensis	1
1433300	Alteribacillus	7
568899	Alteribacillus persepolensis	4
1448272	Alteribacillus alkaliphilus	2
930128	Alteribacillus iranensis	1
1795633	Terrilactibacillus	7
1380157	Terrilactibacillus laevilacticus	7
2675230	Cytobacillus	7
1399	Cytobacillus firmus	7
1930791	Aureibacillus	7
1508390	Aureibacillus halotolerans	7
351195	Salimicrobium	6
1230341	Salimicrobium jeotgali	4
86666	Salimicrobium halophilum	1
570947	Salimicrobium flavidum	1
129337	Geobacillus	6
1505648	Geobacillus thermoleovorans group	2
33941	Geobacillus thermoleovorans	1
169283	Geobacillus lituanicus	1
129339	Geobacillus uzenensis	2
235932	Geobacillus jurassicus	1
289201	Pontibacillus	6
462910	Pontibacillus yanchengensis	3
1385514	Pontibacillus yanchengensis Y32	3
516704	Pontibacillus halophilus	2
273164	Pontibacillus marinus	1
175304	Lentibacillus	6
284578	Lentibacillus salarius	5
1940529	Lentibacillus sediminis	1
351094	Paucisalibacillus	6
351095	Paucisalibacillus globulus	6
2675233	Metabacillus	5
1458	Metabacillus fastidiosus	3
152268	Metabacillus litoralis	1
930124	Metabacillus halosaccharovorans	1
394505	Salirhabdus	5
394506	Salirhabdus euzebyi	5
2675229	Peribacillus	4
421767	Peribacillus butanolivorans	2
1478	Peribacillus simplex	1
1349754	Peribacillus simplex NBRC 15720 = DSM 1321	1
673318	Peribacillus deserti	1
1906945	Parageobacillus	4
186116	Parageobacillus thermantarcticus	3
153151	Parageobacillus toebii	1
1494958	Pseudogracilibacillus	4
1494959	Pseudogracilibacillus auburnensis	3
1534102	Pseudogracilibacillus endophyticus	1
2685905	Salicibibacter	4
2099786	Salicibibacter kimchii	4
1433999	Domibacillus	3
1017273	Domibacillus enclensis	3
1400134	Streptohalobacillus	3
621096	Streptohalobacillus salinus	3
200903	Paraliobacillus	3
1885916	Paraliobacillus sediminis	3
306539	Halolactibacillus	3
306541	Halolactibacillus miurensis	1
379065	Caldalkalibacillus	3
296745	Caldalkalibacillus thermarum	3
2675232	Neobacillus	2
1215031	Neobacillus thermocopriae	1
1193713	Neobacillus mesonae	1
29331	Amphibacillus	2
872970	Amphibacillus marinus	1
173040	Amphibacillus tropicus	1
320933	Salinibacillus	2
237684	Salinibacillus aidingensis	1
1738642	Pelagirhabdus	2
1612202	Pelagirhabdus alkalitolerans	1
173041	Pelagirhabdus fermentum	1
1500514	Thermolongibacillus	2
575186	Thermolongibacillus kozakliensis	1
575256	Thermolongibacillus altinsuensis	1
1221880	Psychrobacillus	2
1543965	Psychrobacillus soli	1
1461	Psychrobacillus insolitus	1
2675231	Mesobacillus	2
225347	Mesobacillus stamsii	1
285983	Mesobacillus subterraneus	1
29395	Saccharococcus	2
29396	Saccharococcus thermophilus	2
1884429	Salibacterium	2
1884432	Salibacterium halotolerans	2
459532	Terribacillus	1
361277	Terribacillus saccharophilus	1
2005375	Alkalicoccus	1
1667239	Alkalicoccus halolimnae	1
373053	Calditerricola	1
373054	Calditerricola satsumensis	1
1294024	Calditerricola satsumensis JCM 14719	1
74385	Gracilibacillus	1
482460	Sediminibacillus	1
407036	Sediminibacillus albus	1
427077	Salsuginibacillus	1
427078	Salsuginibacillus kocurii	1
704093	Anaerobacillus	1
85682	Anaerobacillus arseniciselenatis	1
1649496	Sinibacillus	1
1289106	Sinibacillus soli	1
2047815	Quasibacillus	1
1221996	Quasibacillus thermotolerans	1
1647190	Aquibacillus	1
1412147	Aquibacillus salifodinae	1
90964	Staphylococcaceae	655
1279	Staphylococcus	519
1280	Staphylococcus aureus	33
46170	Staphylococcus aureus subsp. aureus	1
555791	Staphylococcus massiliensis	20
1189613	Staphylococcus massiliensis CCUG 55927	20
33028	Staphylococcus saccharolyticus	16
46127	Staphylococcus felis	11
1282	Staphylococcus epidermidis	10
283734	Staphylococcus pseudintermedius	10
1281	Staphylococcus carnosus	8
147449	Staphylococcus carnosus subsp. utilis	8
1296	Staphylococcus sciuri	8
147468	Staphylococcus sciuri subsp. carnaticus	6
147469	Staphylococcus sciuri subsp. rodentium	2
29379	Staphylococcus auricularis	7
1292	Staphylococcus warneri	6
155085	Staphylococcus lutrae	5
1290	Staphylococcus hominis	5
29380	Staphylococcus caprae	5
985762	Staphylococcus agnetis	4
1295	Staphylococcus schleiferi	3
74706	Staphylococcus schleiferi subsp. coagulans	1
1607738	Staphylococcus argensis	3
70258	Staphylococcus piscifermentans	3
53344	Staphylococcus delphini	2
28035	Staphylococcus lugdunensis	2
45972	Staphylococcus pasteuri	2
29385	Staphylococcus saprophyticus	1
147453	Staphylococcus saprophyticus subsp. bovis	1
46126	Staphylococcus chromogenes	1
29388	Staphylococcus capitis	1
1283	Staphylococcus haemolyticus	1
214473	Staphylococcus nepalensis	1
45669	Salinicoccus	12
393538	Salinicoccus iranensis	5
148453	Salinicoccus alkaliphilus	2
1123231	Salinicoccus alkaliphilus DSM 16010	2
418756	Salinicoccus albus	1
1123230	Salinicoccus albus DSM 19776	1
45670	Salinicoccus roseus	1
558170	Salinicoccus carnicancri	1
1235755	Salinicoccus carnicancri Crm	1
1432562	Salinicoccus sediminis	1
1671557	Salinicoccus amylolyticus	1
2005363	Auricoccus	5
1849491	Auricoccus indicus	5
69965	Macrococcus	3
198482	Macrococcus hajekii	2
69966	Macrococcus caseolyticus	1
227979	Jeotgalicoccus	3
709509	Jeotgalicoccus coquinae	1
709510	Jeotgalicoccus aerolatus	1
516700	Jeotgalicoccus marinus	1
186822	Paenibacillaceae	109
44249	Paenibacillus	99
869555	Paenibacillus aceris	18
1184688	Paenibacillus taohuashanense	7
494026	Paenibacillus glacialis	7
114136	Paenibacillus jamilae	6
1619311	Paenibacillus physcomitrellae	4
1294268	Paenibacillus endophyticus	3
44251	Paenibacillus durus	3
61623	Paenibacillus edaphicus	3
117184	Paenibacillus koreensis	2
1143711	Paenibacillus frigoriresistens	2
59893	Paenibacillus peoriae	2
1087481	Paenibacillus peoriae KCTC 3763	2
59842	Paenibacillus chondroitinus	2
1462996	Paenibacillus yonginensis	2
59839	Paenibacillus alginolyticus	2
421768	Paenibacillus tylopili	2
1126833	Paenibacillus beijingensis	1
1475022	Paenibacillus susongensis	1
1406	Paenibacillus polymyxa	1
1617979	Paenibacillus ripae	1
46240	Paenibacillus apiarius	1
61624	Paenibacillus mucilaginosus	1
1670645	Paenibacillus zeae	1
980239	Paenibacillus hordei	1
429342	Paenibacillus septentrionalis	1
1526551	Paenibacillus nicotianae	1
171404	Paenibacillus agaridevorans	1
311244	Paenibacillus assamensis	1
49283	Paenibacillus thiaminolyticus	1
59845	Paenibacillus illinoisensis	1
429340	Paenibacillus siamensis	1
863905	Paenibacillus insulae	1
59843	Paenibacillus glucanolyticus	1
687436	Paenibacillus ihumii	1
1172614	Paenibacillus hemerocallicola	1
189425	Paenibacillus graminis	1
329857	Cohnella	4
557556	Cohnella terrae	2
557557	Cohnella thailandensis	2
1943561	Marinicrinis	1
1652465	Marinicrinis sediminis	1
85151	Aneurinibacillus group	1
55079	Aneurinibacillus	1
1500254	Aneurinibacillus soli	1
55080	Brevibacillus	1
363854	Brevibacillus ginsengisoli	1
76632	Thermobacillus	1
76633	Thermobacillus xylanilyticus	1
186818	Planococcaceae	54
1372	Planococcus	14
161360	Planococcus antarcticus	6
1374	Planococcus kocurii	4
326078	Planococcus columbae	2
1848460	Planococcus salinus	1
648800	Solibacillus	8
1748298	Solibacillus kalamii	8
651660	Paenisporosarcina	6
212659	Paenisporosarcina macmurdoensis	4
365346	Paenisporosarcina quisquiliarum	2
2681298	Indiicoccus	4
1917864	Indiicoccus explosivorum	4
941338	Bhargavaea	3
426756	Bhargavaea beijingensis	3
889388	Chryseomicrobium	3
682973	Chryseomicrobium palamuruense	3
496496	Viridibacillus	2
101059	Viridibacillus neidei	2
1569	Sporosarcina	2
1571	Sporosarcina ureae	1
1365606	Sporosarcina siberiensis	1
160795	Ureibacillus	2
51173	Ureibacillus thermosphaericus	2
648802	Rummeliibacillus	2
1306154	Rummeliibacillus suwonensis	2
1649	Kurthia	1
1033739	Kurthia massiliensis	1
33976	Caryophanon	1
33977	Caryophanon latum	1
162291	Planomicrobium	1
539002	Bacillales incertae sedis	37
539738	Bacillales Family XI. Incertae Sedis	32
1378	Gemella	32
29391	Gemella morbillorum	8
84135	Gemella sanguinis	2
502393	Gemella asaccharolytica	1
150240	Gemella cuniculi	1
84136	Gemella bergeri	1
539742	Bacillales Family XII. Incertae Sedis	2
33986	Exiguobacterium	2
340146	Exiguobacterium mexicanum	1
1543703	Desulfuribacillus	2
1390249	Desulfuribacillus stibiiarsenatis	1
766136	Desulfuribacillus alkaliarsenatis	1
539003	Bacillales Family X. Incertae Sedis	1
94008	Thermicanus	1
94009	Thermicanus aegyptius	1
186824	Thermoactinomycetaceae	23
1155934	Marininema	6
1155944	Marininema halotolerans	6
332100	Planifilum	4
337094	Planifilum yunnanense	3
201973	Planifilum fulgidum	1
2023	Thermoactinomyces	3
1274351	Kroppenstedtia	2
1380685	Kroppenstedtia pulmonis	2
292636	Thermoflavimicrobium	1
46223	Thermoflavimicrobium dichotomicum	1
500614	Desmospora	1
500615	Desmospora activa	1
1677050	Novibacillus	1
1471761	Novibacillus thermophilus	1
471798	Shimazuella	1
139808	Shimazuella kribbensis	1
186821	Sporolactobacillaceae	20
2077	Sporolactobacillus	6
444463	Sporolactobacillus vineae	4
1123284	Sporolactobacillus vineae DSM 21990 = SL153	4
1465502	Sporolactobacillus spathodeae	1
475230	Pullulanibacillus	6
1707096	Pullulanibacillus camelliae	4
1437324	Pullulanibacillus pueri	2
663587	Sporolactobacillaceae incertae sedis	6
85683	[Bacillus] selenitireducens	6
439292	[Bacillus] selenitireducens MLS10	6
1940395	Caenibacillus	1
1674942	Caenibacillus caldisaponilyticus	1
342943	Sinobaca	1
342944	Sinobaca qinghaiensis	1
186820	Listeriaceae	14
1637	Listeria	7
1641	Listeria grayi	3
1639	Listeria monocytogenes	1
1642	Listeria innocua	1
1638	Listeria ivanovii	1
2755	Brochothrix	6
2756	Brochothrix thermosphacta	2
186823	Alicyclobacillaceae	12
29330	Alicyclobacillus	8
471514	Alicyclobacillus ferrooxydans	4
392011	Alicyclobacillus fastidiosus	2
1457	Alicyclobacillus cycloheptanicus	1
1129704	Kyrpidia	2
33943	Kyrpidia tusciae	2
562970	Kyrpidia tusciae DSM 2912	2
432330	Tumebacillus	2
186826	Lactobacillales	402
33958	Lactobacillaceae	98
1578	Lactobacillus	28
1584	Lactobacillus delbrueckii	5
29397	Lactobacillus delbrueckii subsp. lactis	5
888027	Lactobacillus delbrueckii subsp. lactis DSM 20072	4
52242	Lactobacillus gallinarum	3
109790	Lactobacillus jensenii	2
147802	Lactobacillus iners	1
47770	Lactobacillus crispatus	1
267818	Lactobacillus kefiranofaciens	1
947835	Lactobacillus rodentium	1
1203069	Lactobacillus gigeriorum	1
1423751	Lactobacillus gigeriorum DSM 23908 = CRBIP 24.85	1
2742598	Limosilactobacillus	22
1633	Lactobacillus vaginalis	7
1632	Limosilactobacillus oris	2
1598	Lactobacillus reuteri	1
104955	Lactobacillus frumenti	1
97478	Lactobacillus mucosae	1
2767890	Paucilactobacillus	6
152335	Lactobacillus suebicus	2
176291	Lactobacillus vaccinostercus	1
1193095	Lactobacillus hokkaidonensis	1
1291742	Lactobacillus hokkaidonensis JCM 18461	1
1335616	Lactobacillus wasatchensis	1
2767879	Companilactobacillus	4
305793	Lactobacillus nantensis	4
2767887	Ligilactobacillus	3
307126	Lactobacillus apodemi	1
228229	Lactobacillus saerimneri	1
2767888	Liquorilactobacillus	3
82688	Liquorilactobacillus nagelii	2
303240	Lactobacillus uvarum	1
1423812	Lactobacillus uvarum DSM 19971	1
1253	Pediococcus	3
51663	Pediococcus damnosus	1
2759736	Lacticaseibacillus	1
381741	Lactobacillus thailandensis	1
2767880	Dellaglioa	1
105612	Lactobacillus algidus	1
2767892	Secundilactobacillus	1
414682	Lactobacillus similis	1
1423804	Lactobacillus similis DSM 23365 = JCM 2765	1
2767874	Acetilactobacillus	1
1720083	Acetilactobacillus jinshanensis	1
2767882	Furfurilactobacillus	1
231049	Lactobacillus rossiae	1
2767881	Fructilactobacillus	1
1300	Streptococcaceae	77
1301	Streptococcus	71
1314	Streptococcus pyogenes	4
671232	Streptococcus anginosus group	3
76860	Streptococcus constellatus	1
2382163	Streptococcus koreensis	3
1308	Streptococcus thermophilus	2
1307	Streptococcus suis	2
119603	Streptococcus dysgalactiae group	2
1334	Streptococcus dysgalactiae	1
1336	Streptococcus equi	1
40041	Streptococcus equi subsp. zooepidemicus	1
1305	Streptococcus sanguinis	2
888807	Streptococcus sanguinis SK1 = NCTC 7863	2
1313	Streptococcus pneumoniae	2
1335	Streptococcus equinus	1
525379	Streptococcus equinus ATCC 9812	1
1348	Streptococcus parauberis	1
102886	Streptococcus didelphis	1
1547447	Streptococcus oricebi	1
45634	Streptococcus cristatus	1
889201	Streptococcus cristatus ATCC 51100	1
1562651	Streptococcus pharyngis	1
119224	Streptococcus phocae	1
155680	Streptococcus entericus	1
28037	Streptococcus mitis	1
1357	Lactococcus	2
1358	Lactococcus lactis	1
81850	Leuconostocaceae	62
1243	Leuconostoc	29
178001	Leuconostoc inhae	4
1244	Leuconostoc gelidum	2
1607839	Leuconostoc gelidum subsp. gelidum	1
927691	Leuconostoc gelidum subsp. gelidum KCTC 3527	1
1511761	Leuconostoc suionicum	1
46255	Weissella	24
165096	Weissella koreensis	9
2506420	Weissella cryptocerci	8
1583	Weissella confusa	1
759620	Weissella ceti	1
89061	Weissella thailandensis	1
81852	Enterococcaceae	40
1350	Enterococcus	37
37734	Enterococcus casseliflavus	7
249189	Enterococcus hermanniensis	6
1352	Enterococcus faecium	5
53346	Enterococcus mundtii	4
44007	Enterococcus pseudoavium	3
1351	Enterococcus faecalis	2
33945	Enterococcus avium	2
57732	Enterococcus asini	2
1356	Enterococcus sulfureus	1
1140003	Enterococcus sulfureus ATCC 49903	1
1159753	Enterococcus eurekensis	1
1274384	Enterococcus alcedinis	1
214095	Enterococcus canis	1
51668	Tetragenococcus	2
71453	Tetragenococcus solitarius	2
2737	Vagococcus	1
186828	Carnobacteriaceae	27
29393	Dolosigranulum	6
29394	Dolosigranulum pigrum	6
117563	Granulicatella	4
137732	Granulicatella elegans	3
46124	Granulicatella adiacens	1
2747	Carnobacterium	3
174587	Carnobacterium viridans	1
2749	Carnobacterium gallinarum	1
186829	Agitococcus	2
1077255	Agitococcus lubricus	2
292480	Atopostipes	2
180295	Atopostipes suicloacalis	2
82800	Desemzia	2
82801	Desemzia incerta	2
82802	Trichococcus	1
82803	Trichococcus flocculiformis	1
99906	Alkalibacterium	1
1470540	Jeotgalibaca	1
1868794	Jeotgalibaca arthritidis	1
186827	Aerococcaceae	7
1375	Aerococcus	5
1376	Aerococcus urinae	3
128944	Aerococcus urinaehominis	1
87541	Aerococcus christensenii	1
66831	Facklamia	1
171412	Eremococcus	1
88132	Eremococcus coleocola	1
1737404	Tissierellia	175
1737405	Tissierellales	170
1570339	Peptoniphilaceae	167
165779	Anaerococcus	133
54007	Anaerococcus octavius	57
1161098	Anaerococcus octavius NCTC 9810	57
1755241	Anaerococcus nagyae	11
938293	Anaerococcus provencensis	4
33034	Anaerococcus prevotii	3
525919	Anaerococcus prevotii DSM 20548	2
33032	Anaerococcus lactolyticus	3
1465826	Anaerococcus pacaensis	2
938294	Anaerococcus pacaensis 9403502	2
361500	Anaerococcus degeneri	2
33029	Anaerococcus hydrogenalis	2
1673719	Anaerococcus jeddahensis	1
1745712	Anaerococcus urinomassiliensis	1
150022	Finegoldia	22
1260	Finegoldia magna	22
31983	Helcococcus	1
241555	Helcococcus sueciensis	1
1737406	Tissierellaceae	1
1347386	Anaerosalibacter	1
1737407	Tissierellia incertae sedis	3
1472763	Kallipyga	2
448125	Dethiosulfatibacter	1
332095	Dethiosulfatibacter aminovorans	1
186801	Clostridia	161
186802	Clostridiales	142
186804	Peptostreptococcaceae	57
1257	Peptostreptococcus	44
341694	Peptostreptococcus stomatis	21
1261	Peptostreptococcus anaerobius	4
1159213	Peptostreptococcus canis	1
200630	Peptostreptococcaceae incertae sedis	3
29346	[Clostridium] paradoxum	3
1121328	[Clostridium] paradoxum JW-YL-7 = DSM 7308	3
1870884	Clostridioides	2
1496	Clostridioides difficile	1
1540	Clostridioides mangenotii	1
1913599	Peptoanaerobacter	1
39498	[Eubacterium] yurii	1
264029	[Eubacterium] yurii subsp. margaretiae	1
864565	[Eubacterium] yurii subsp. margaretiae ATCC 43715	1
31979	Clostridiaceae	21
1485	Clostridium	13
100174	Clostridium peptidivorans	2
1491	Clostridium botulinum	2
1492	Clostridium butyricum	2
1289519	Clostridium liquoris	1
1550	Clostridium subterminale	1
1691940	Clostridium luticellarii	1
150336	Clostridium thiosulfatireducens	1
351628	Clostridium schirmacherense	1
1769729	Hathewaya	2
1498	Hathewaya histolytica	2
44261	Oxobacter	2
36849	Oxobacter pfennigii	2
1755832	Haloimpatiens	1
1380675	Haloimpatiens lingqiaonensis	1
667112	Lutispora	1
288966	Lutispora thermophila	1
1122184	Lutispora thermophila DSM 19022	1
171003	Caloranaerobacter	1
1323370	Caloranaerobacter ferrireducens	1
114627	Alkaliphilus	1
208226	Alkaliphilus metalliredigens	1
293826	Alkaliphilus metalliredigens QYMF	1
186803	Lachnospiraceae	11
1843210	Anaerocolumna	3
1527	Anaerocolumna aminovalerica	2
433286	Anaerocolumna cellulosilytica	1
698776	Cellulosilyticum	2
425254	Cellulosilyticum ruminicola	1
1294025	Cellulosilyticum ruminicola JCM 14822	1
2719231	Lacrimispora	1
29370	Lacrimispora sphenoides	1
1297793	[Clostridium] sphenoides JCM 1415	1
2039240	Anaerotignum	1
28446	Anaerotignum propionicum	1
1427378	Acetatifactor	1
879566	Acetatifactor muris	1
1506553	Lachnoclostridium	1
29347	[Clostridium] scindens	1
33042	Coprococcus	1
33043	Coprococcus eutactus	1
437755	Moryella	1
371674	Moryella indoligenes	1
186807	Peptococcaceae	7
2282742	Desulfofarcimen	2
1285191	Desulfofarcimen intricatum	2
191373	Pelotomaculum	2
78350	Pelotomaculum schinkii	1
258475	Pelotomaculum propionicicum	1
79206	Desulfosporosinus	2
79209	Desulfosporosinus meridiei	2
2282740	Desulfallas	1
58137	Desulfallas thermosapovorans	1
1121431	Desulfallas thermosapovorans DSM 6562	1
538999	Clostridiales incertae sedis	4
543314	Clostridiales Family XIII. Incertae Sedis	2
35518	[Eubacterium] nodatum	1
1161902	Eubacterium nodatum ATCC 33099	1
51123	[Eubacterium] saphenum	1
539000	Clostridiales Family XVII. Incertae Sedis	1
28033	Sulfobacillus	1
1434023	Natranaerovirga	1
682400	Natranaerovirga pectinivora	1
186806	Eubacteriaceae	4
33951	Acetobacterium	2
1730	Eubacterium	1
31984	Heliobacteriaceae	4
2697	Heliobacterium	2
121735	Heliobacterium sulfidophilum	1
35701	Heliobacterium modesticaldum	1
150818	Heliophilum	1
35700	Heliophilum fasciatum	1
28063	Heliobacillus	1
28064	Heliobacillus mobilis	1
2304686	Hungateiclostridiaceae	2
2304692	Hungateiclostridium	1
1677857	Hungateiclostridium saccincola	1
68298	Syntrophomonadaceae	1
109324	Pelospora	1
109325	Pelospora glutarica	1
541000	Ruminococcaceae	1
1918385	Acutalibacter	1
1796620	Acutalibacter muris	1
543349	Symbiobacteriaceae	1
1006480	Caldinitratiruptor	1
671077	Caldinitratiruptor microaerophilus	1
68295	Thermoanaerobacterales	10
186814	Thermoanaerobacteraceae	10
129957	Carboxydothermus	3
54265	Carboxydothermus ferrireducens	1
249529	Caldanaerobacter	3
911092	Caldanaerobacter subterraneus	3
109807	Caldanaerobacter subterraneus subsp. pacificus	3
391606	Caldanaerobacter subterraneus subsp. pacificus DSM 12653	3
42857	Moorella group	2
44260	Moorella	2
202604	Moorella mulderi	2
1122241	Moorella mulderi DSM 14980	2
1754	Thermoanaerobacter	1
1648500	Brockia	1
933949	Brockia lithotrophica	1
53433	Halanaerobiales	7
53434	Halobacteroidaceae	4
42418	Halanaerobacter	2
46470	Halanaerobacter lacunarum	2
1156387	Halanaerocella	1
644790	Halanaerocella petrolearia	1
972	Halanaerobiaceae	2
2330	Halanaerobium	2
909932	Negativicutes	63
1843489	Veillonellales	47
31977	Veillonellaceae	47
29465	Veillonella	40
419208	Veillonella denticariosi	7
29466	Veillonella parvula	6
1110546	Veillonella tobetsuensis	1
1911679	Veillonella infantium	1
248315	Veillonella rodentium	1
906	Megasphaera	5
907	Megasphaera elsdenii	5
909929	Selenomonadales	12
1843490	Sporomusaceae	9
365348	Pelosinus	4
365349	Pelosinus fermentans	3
1122947	Pelosinus fermentans DSM 17108	3
380084	Pelosinus propionicus	1
1123291	Pelosinus propionicus DSM 13327	1
2375	Sporomusa	2
2377	Sporomusa termitida	2
1794910	Anaerosporomusa	1
1794912	Anaerosporomusa subterranea	1
292492	Desulfosporomusa	1
